name,category,id,service_id,provider_id,gpu,detailsname,vcpu,memory,clock_speed_ghz,physical_processor_description,cpu_vendor,previous_generation,ebs_base_throughput,ebs_base_iops,ebs_burst_throughput,ebs_burst_iops,network_performance_description,network_upto,network_speed,network_speed_burst,network_devices,storage_ssd,storage_size,storage_devices,storage_readops,storage_writeops,nvme_ssd,trim_support,storage_includes_swap_partition,storage_needs_initialization,consider_instance,comment,price_unit,price_region,price,price_platform,price_lifecycle
t2.medium,compute,aws-ec2-t2_medium,aws-ec2,aws,0,T2 Medium,2,4,3.3,Intel Xeon Family,intel,FALSE,,,,,Low to Moderate,false,0,0,1,false,0,0,0,0,false,false,false,false,FALSE,,hour,us-east-1,0.0464,linux,on-demand
t2.large,compute,aws-ec2-t2_large,aws-ec2,aws,0,T2 Large,2,8,3.3,Intel Xeon Family,intel,FALSE,,,,,Low to Moderate,false,0,0,1,false,0,0,0,0,false,false,false,false,FALSE,,hour,us-east-1,0.0928,linux,on-demand
t2.xlarge,compute,aws-ec2-t2_xlarge,aws-ec2,aws,0,T2 Extra Large,4,16,3.3,Intel Xeon Family,intel,FALSE,,,,,Moderate,false,0,0,1,false,0,0,0,0,false,false,false,false,FALSE,,hour,us-east-1,0.1856,linux,on-demand
t2.2xlarge,compute,aws-ec2-t2_2xlarge,aws-ec2,aws,0,T2 Double Extra Large,8,32,3.3,Intel Xeon Family,intel,FALSE,,,,,Moderate,false,0,0,1,false,0,0,0,0,false,false,false,false,FALSE,,hour,us-east-1,0.3712,linux,on-demand
t3.nano,compute,aws-ec2-t3_nano,aws-ec2,aws,0,T3 Nano,2,0.5,3.1,Intel Skylake E5 2686 v5,intel,FALSE,5.43,250,260.57,11800,Up to 5 Gigabit,true,0.032,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.0052,linux,on-demand
t3.micro,compute,aws-ec2-t3_micro,aws-ec2,aws,0,T3 Micro,2,1,3.1,Intel Skylake E5 2686 v5,intel,FALSE,10.86,500,260.57,11800,Up to 5 Gigabit,true,0.064,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.0104,linux,on-demand
t3.small,compute,aws-ec2-t3_small,aws-ec2,aws,0,T3 Small,2,2,3.1,Intel Skylake E5 2686 v5,intel,FALSE,21.71,1000,260.57,11800,Up to 5 Gigabit,true,0.128,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.0208,linux,on-demand
t3.medium,compute,aws-ec2-t3_medium,aws-ec2,aws,0,T3 Medium,2,4,3.1,Intel Skylake E5 2686 v5,intel,FALSE,43.43,2000,260.57,11800,Up to 5 Gigabit,true,0.256,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.0416,linux,on-demand
t3.large,compute,aws-ec2-t3_large,aws-ec2,aws,0,T3 Large,2,8,3.1,Intel Skylake E5 2686 v5,intel,FALSE,86.86,4000,347.5,15700,Up to 5 Gigabit,true,0.512,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.0832,linux,on-demand
t3.xlarge,compute,aws-ec2-t3_xlarge,aws-ec2,aws,0,T3 Extra Large,4,16,3.1,Intel Skylake E5 2686 v5,intel,FALSE,86.86,4000,347.5,15700,Up to 5 Gigabit,true,1.024,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.1664,linux,on-demand
t3.2xlarge,compute,aws-ec2-t3_2xlarge,aws-ec2,aws,0,T3 Double Extra Large,8,32,3.1,Intel Skylake E5 2686 v5,intel,FALSE,86.86,4000,347.5,15700,Up to 5 Gigabit,true,2.048,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.3328,linux,on-demand
t3a.nano,compute,aws-ec2-t3a_nano,aws-ec2,aws,0,T3A Nano,2,0.5,2.5,AMD EPYC 7571,amd,FALSE,5.63,250,260.57,11800,Up to 5 Gigabit,true,0.032,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.0047,linux,on-demand
t3a.micro,compute,aws-ec2-t3a_micro,aws-ec2,aws,0,T3A Micro,2,1,2.5,AMD EPYC 7571,amd,FALSE,11.25,500,260.57,11800,Up to 5 Gigabit,true,0.064,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.0094,linux,on-demand
t3a.small,compute,aws-ec2-t3a_small,aws-ec2,aws,0,T3A Small,2,2,2.5,AMD EPYC 7571,amd,FALSE,21.88,1000,260.57,11800,Up to 5 Gigabit,true,0.128,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.0188,linux,on-demand
t3a.medium,compute,aws-ec2-t3a_medium,aws-ec2,aws,0,T3A Medium,2,4,2.5,AMD EPYC 7571,amd,FALSE,43.75,2000,260.57,11800,Up to 5 Gigabit,true,0.256,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.0376,linux,on-demand
t3a.large,compute,aws-ec2-t3a_large,aws-ec2,aws,0,T3A Large,2,8,2.5,AMD EPYC 7571,amd,FALSE,86.86,4000,347.5,15700,Up to 5 Gigabit,true,0.512,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.0752,linux,on-demand
t3a.xlarge,compute,aws-ec2-t3a_xlarge,aws-ec2,aws,0,T3A Extra Large,4,16,2.5,AMD EPYC 7571,amd,FALSE,86.86,4000,347.5,15700,Up to 5 Gigabit,true,1.024,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.1504,linux,on-demand
t3a.2xlarge,compute,aws-ec2-t3a_2xlarge,aws-ec2,aws,0,T3A Double Extra Large,8,32,2.5,AMD EPYC 7571,amd,FALSE,86.86,4000,347.5,15700,Up to 5 Gigabit,true,2.048,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.3008,linux,on-demand
t4g.nano,compute,aws-ec2-t4g_nano,aws-ec2,aws,0,T4G Nano,2,0.5,2.5,AWS Graviton2 Processor,graviton,FALSE,4,250,325.75,11800,Up to 5 Gigabit,true,0.032,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.0042,linux,on-demand
t4g.micro,compute,aws-ec2-t4g_micro,aws-ec2,aws,0,T4G Micro,2,1,2.5,AWS Graviton2 Processor,graviton,FALSE,8,500,325.75,11800,Up to 5 Gigabit,true,0.064,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.0084,linux,on-demand
t4g.small,compute,aws-ec2-t4g_small,aws-ec2,aws,0,T4G Small,2,2,2.5,AWS Graviton2 Processor,graviton,FALSE,16,1000,325.75,11800,Up to 5 Gigabit,true,0.128,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.0168,linux,on-demand
t4g.medium,compute,aws-ec2-t4g_medium,aws-ec2,aws,0,T4G Medium,2,4,2.5,AWS Graviton2 Processor,graviton,FALSE,32,2000,325.75,11800,Up to 5 Gigabit,true,0.256,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.0336,linux,on-demand
t4g.large,compute,aws-ec2-t4g_large,aws-ec2,aws,0,T4G Large,2,8,2.5,AWS Graviton2 Processor,graviton,FALSE,64,4000,434.37,15700,Up to 5 Gigabit,true,0.512,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.0672,linux,on-demand
t4g.xlarge,compute,aws-ec2-t4g_xlarge,aws-ec2,aws,0,T4G Extra Large,4,16,2.5,AWS Graviton2 Processor,graviton,FALSE,128,4000,434.37,15700,Up to 5 Gigabit,true,1.024,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.1344,linux,on-demand
t4g.2xlarge,compute,aws-ec2-t4g_2xlarge,aws-ec2,aws,0,T4G Double Extra Large,8,32,2.5,AWS Graviton2 Processor,graviton,FALSE,256,4000,434.37,15700,Up to 5 Gigabit,true,2.048,5,1,false,0,0,0,0,false,false,false,false,false,,hour,us-east-1,0.2688,linux,on-demand
p2.xlarge,compute,aws-ec2-p2_xlarge,aws-ec2,aws,1,General Purpose GPU Extra Large,4,61,2.3,Intel Xeon E5-2686 v4 (Broadwell),intel,FALSE,93.75,6000,93.75,6000,High,false,0,0,1,false,0,0,0,0,false,false,false,false,FALSE,,hour,us-east-1,0.9,linux,on-demand
p2.8xlarge,compute,aws-ec2-p2_8xlarge,aws-ec2,aws,8,General Purpose GPU Eight Extra Large,32,488,2.3,Intel Xeon E5-2686 v4 (Broadwell),intel,FALSE,625,32500,625,32500,10 Gigabit,false,10,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,7.2,linux,on-demand
p2.16xlarge,compute,aws-ec2-p2_16xlarge,aws-ec2,aws,16,General Purpose GPU 16xlarge,64,732,2.3,Intel Xeon E5-2686 v4 (Broadwell),intel,FALSE,1250,65000,1250,65000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,14.4,linux,on-demand
p3.2xlarge,compute,aws-ec2-p3_2xlarge,aws-ec2,aws,1,P3 Double Extra Large,8,61,2.3,Intel Xeon E5-2686 v4 (Broadwell),intel,FALSE,218.75,10000,218.75,10000,Up to 10 Gigabit,true,2.5,10,1,false,0,0,0,0,false,false,false,false,TRUE,network speed guessed,hour,us-east-1,3.06,linux,on-demand
p3.8xlarge,compute,aws-ec2-p3_8xlarge,aws-ec2,aws,4,P3 Eight Extra Large,32,244,2.3,Intel Xeon E5-2686 v4 (Broadwell),intel,FALSE,875,40000,875,40000,10 Gigabit,false,10,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,12.24,linux,on-demand
p3.16xlarge,compute,aws-ec2-p3_16xlarge,aws-ec2,aws,8,P3 16xlarge,64,488,2.3,Intel Xeon E5-2686 v4 (Broadwell),intel,FALSE,1750,80000,1750,80000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,24.48,linux,on-demand
p3dn.24xlarge,compute,aws-ec2-p3dn_24xlarge,aws-ec2,aws,8,P3DN 24xlarge,96,768,2.5,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,2375,80000,2375,80000,100 Gigabit,false,100,100,1,true,900,2,700000,340000,true,true,false,false,TRUE,,hour,us-east-1,31.212,linux,on-demand
p4d.24xlarge,compute,aws-ec2-p4d_24xlarge,aws-ec2,aws,8,P4D 24xlarge,96,1152,3,Intel Xeon Platinum 8275L,intel,FALSE,2375,80000,2375,80000,4x 100 Gigabit,false,100,100,4,true,1000,8,3111111,1511111,true,true,false,false,TRUE,official ebs number for a �2xlarge� instance,hour,us-east-1,32.7726,linux,on-demand
r3.2xlarge,compute,aws-ec2-r3_2xlarge,aws-ec2,aws,0,R3 High-Memory Double Extra Large,8,61,2.5,Intel Xeon E5-2670 v2 (Ivy Bridge),intel,TRUE,,,,,High,false,0,0,1,true,160,1,0,0,false,true,false,false,FALSE,,hour,us-east-1,0.665,linux,on-demand
r3.4xlarge,compute,aws-ec2-r3_4xlarge,aws-ec2,aws,0,R3 High-Memory Quadruple Extra Large,16,122,2.5,Intel Xeon E5-2670 v2 (Ivy Bridge),intel,TRUE,,,,,High,false,0,0,1,true,320,1,0,0,false,true,false,false,FALSE,,hour,us-east-1,1.33,linux,on-demand
r3.8xlarge,compute,aws-ec2-r3_8xlarge,aws-ec2,aws,0,R3 High-Memory Eight Extra Large,32,244,2.5,Intel Xeon E5-2670 v2 (Ivy Bridge),intel,TRUE,,,,,10 Gigabit,false,10,10,1,true,320,2,0,0,false,true,false,false,TRUE,,hour,us-east-1,2.66,linux,on-demand
r3.large,compute,aws-ec2-r3_large,aws-ec2,aws,0,R3 High-Memory Large,2,15.25,2.5,Intel Xeon E5-2670 v2 (Ivy Bridge),intel,TRUE,,,,,Moderate,false,0,0,1,true,32,1,0,0,false,true,false,false,FALSE,,hour,us-east-1,0.166,linux,on-demand
r3.xlarge,compute,aws-ec2-r3_xlarge,aws-ec2,aws,0,R3 High-Memory Extra Large,4,30.5,2.5,Intel Xeon E5-2670 v2 (Ivy Bridge),intel,TRUE,,,,,Moderate,false,0,0,1,true,80,1,0,0,false,true,false,false,FALSE,,hour,us-east-1,0.333,linux,on-demand
r4.large,compute,aws-ec2-r4_large,aws-ec2,aws,0,R4 High-Memory Large,2,15.25,2.3,Intel Xeon E5-2686 v4 (Broadwell),intel,FALSE,53.13,3000,53.13,3000,Up to 10 Gigabit,true,0.75,10,1,false,0,0,0,0,false,false,false,false,TRUE,network speed guessed,hour,us-east-1,0.133,linux,on-demand
r4.xlarge,compute,aws-ec2-r4_xlarge,aws-ec2,aws,0,R4 High-Memory Extra Large,4,30.5,2.3,Intel Xeon E5-2686 v4 (Broadwell),intel,FALSE,106.25,6000,106.25,6000,Up to 10 Gigabit,true,1.25,10,1,false,0,0,0,0,false,false,false,false,TRUE,network speed guessed,hour,us-east-1,0.266,linux,on-demand
r4.2xlarge,compute,aws-ec2-r4_2xlarge,aws-ec2,aws,0,R4 High-Memory Double Extra Large,8,61,2.3,Intel Xeon E5-2686 v4 (Broadwell),intel,FALSE,212.5,12000,212.5,12000,Up to 10 Gigabit,true,2.5,10,1,false,0,0,0,0,false,false,false,false,TRUE,network speed guessed,hour,us-east-1,0.532,linux,on-demand
r4.4xlarge,compute,aws-ec2-r4_4xlarge,aws-ec2,aws,0,R4 High-Memory Quadruple Extra Large,16,122,2.3,Intel Xeon E5-2686 v4 (Broadwell),intel,FALSE,437.5,18750,437.5,18750,Up to 10 Gigabit,true,5,10,1,false,0,0,0,0,false,false,false,false,TRUE,network speed guessed,hour,us-east-1,1.064,linux,on-demand
r4.8xlarge,compute,aws-ec2-r4_8xlarge,aws-ec2,aws,0,R4 High-Memory Eight Extra Large,32,244,2.3,Intel Xeon E5-2686 v4 (Broadwell),intel,FALSE,875,37500,875,37500,10 Gigabit,false,10,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,2.128,linux,on-demand
r4.16xlarge,compute,aws-ec2-r4_16xlarge,aws-ec2,aws,0,R4 High-Memory 16xlarge,64,488,2.3,Intel Xeon E5-2686 v4 (Broadwell),intel,FALSE,1750,75000,1750,75000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,4.256,linux,on-demand
r5.large,compute,aws-ec2-r5_large,aws-ec2,aws,0,R5 Large,2,16,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,81.25,3600,593.75,18750,Up to 10 Gigabit,true,0.75,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.126,linux,on-demand
r5.xlarge,compute,aws-ec2-r5_xlarge,aws-ec2,aws,0,R5 Extra Large,4,32,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,143.75,6000,593.75,18750,Up to 10 Gigabit,true,1.25,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.252,linux,on-demand
r5.2xlarge,compute,aws-ec2-r5_2xlarge,aws-ec2,aws,0,R5 Double Extra Large,8,64,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,287.5,12000,593.75,18750,Up to 10 Gigabit,true,2.5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.504,linux,on-demand
r5.4xlarge,compute,aws-ec2-r5_4xlarge,aws-ec2,aws,0,R5 Quadruple Extra Large,16,128,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,593.75,18750,593.75,18750,Up to 10 Gigabit,true,5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,1.008,linux,on-demand
r5.8xlarge,compute,aws-ec2-r5_8xlarge,aws-ec2,aws,0,R5 Eight Extra Large,32,256,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,850,30000,850,30000,10 Gigabit,false,10,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,2.016,linux,on-demand
r5.12xlarge,compute,aws-ec2-r5_12xlarge,aws-ec2,aws,0,R5 12xlarge,48,384,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,1187.5,40000,1187.5,40000,10 Gigabit,false,10,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,3.024,linux,on-demand
r5.16xlarge,compute,aws-ec2-r5_16xlarge,aws-ec2,aws,0,R5 16xlarge,64,512,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,1700,60000,1700,60000,20 Gigabit,false,20,20,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,4.032,linux,on-demand
r5.24xlarge,compute,aws-ec2-r5_24xlarge,aws-ec2,aws,0,R5 24xlarge,96,768,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,6.048,linux,on-demand
r5.metal,compute,aws-ec2-r5_metal,aws-ec2,aws,0,R5 Metal,96,768,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,6.048,linux,on-demand
r5a.large,compute,aws-ec2-r5a_large,aws-ec2,aws,0,R5A Large,2,16,2.5,AMD EPYC 7571,amd,FALSE,81.25,3600,360,16000,Up to 10 Gigabit,true,0.75,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.113,linux,on-demand
r5a.xlarge,compute,aws-ec2-r5a_xlarge,aws-ec2,aws,0,R5A Extra Large,4,32,2.5,AMD EPYC 7571,amd,FALSE,135.63,6000,360,16000,Up to 10 Gigabit,true,1.25,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.226,linux,on-demand
r5a.2xlarge,compute,aws-ec2-r5a_2xlarge,aws-ec2,aws,0,R5A Double Extra Large,8,64,2.5,AMD EPYC 7571,amd,FALSE,197.5,8333,360,16000,Up to 10 Gigabit,true,2.5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.452,linux,on-demand
r5a.4xlarge,compute,aws-ec2-r5a_4xlarge,aws-ec2,aws,0,R5A Quadruple Extra Large,16,128,2.5,AMD EPYC 7571,amd,FALSE,360,16000,360,16000,Up to 10 Gigabit,true,5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.904,linux,on-demand
r5a.8xlarge,compute,aws-ec2-r5a_8xlarge,aws-ec2,aws,0,R5A Eight Extra Large,32,256,2.5,AMD EPYC 7571,amd,FALSE,593.75,20000,593.75,20000,Up to 10 Gigabit,true,7.5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,1.808,linux,on-demand
r5a.12xlarge,compute,aws-ec2-r5a_12xlarge,aws-ec2,aws,0,R5A 12xlarge,48,384,2.5,AMD EPYC 7571,amd,FALSE,847.5,30000,847.5,30000,10 Gigabit,false,10,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,2.712,linux,on-demand
r5a.16xlarge,compute,aws-ec2-r5a_16xlarge,aws-ec2,aws,0,R5A 16xlarge,64,512,2.5,AMD EPYC 7571,amd,FALSE,1187.5,40000,1187.5,40000,12 Gigabit,false,12,12,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,3.616,linux,on-demand
r5a.24xlarge,compute,aws-ec2-r5a_24xlarge,aws-ec2,aws,0,R5A 24xlarge,96,768,2.5,AMD EPYC 7571,amd,FALSE,1696.25,60000,1696.25,60000,20 Gigabit,false,20,20,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,5.424,linux,on-demand
r5ad.large,compute,aws-ec2-r5ad_large,aws-ec2,aws,0,R5AD Large,2,16,2.5,AMD EPYC 7571,amd,FALSE,81.25,3600,360,16000,Up to 10 Gigabit,true,0.75,10,1,true,75,1,30000,15000,true,true,false,false,TRUE,,hour,us-east-1,0.131,linux,on-demand
r5ad.xlarge,compute,aws-ec2-r5ad_xlarge,aws-ec2,aws,0,R5AD Extra Large,4,32,2.5,AMD EPYC 7571,amd,FALSE,135.63,6000,360,16000,Up to 10 Gigabit,true,1.25,10,1,true,150,1,59000,29000,true,true,false,false,TRUE,,hour,us-east-1,0.262,linux,on-demand
r5ad.2xlarge,compute,aws-ec2-r5ad_2xlarge,aws-ec2,aws,0,R5AD Double Extra Large,8,64,2.5,AMD EPYC 7571,amd,FALSE,197.5,8333,360,16000,Up to 10 Gigabit,true,2.5,10,1,true,300,1,117000,57000,true,true,false,false,TRUE,,hour,us-east-1,0.524,linux,on-demand
r5ad.4xlarge,compute,aws-ec2-r5ad_4xlarge,aws-ec2,aws,0,R5AD Quadruple Extra Large,16,128,2.5,AMD EPYC 7571,amd,FALSE,360,16000,360,16000,Up to 10 Gigabit,true,5,10,1,true,300,2,234000,114000,true,true,false,false,TRUE,,hour,us-east-1,1.048,linux,on-demand
r5ad.8xlarge,compute,aws-ec2-r5ad_8xlarge,aws-ec2,aws,0,R5AD Eight Extra Large,32,256,2.5,AMD EPYC 7571,amd,FALSE,593.75,20000,593.75,20000,Up to 10 Gigabit,true,7.5,10,1,true,600,2,466666,233333,true,true,false,false,TRUE,,hour,us-east-1,2.096,linux,on-demand
r5ad.12xlarge,compute,aws-ec2-r5ad_12xlarge,aws-ec2,aws,0,R5AD 12xlarge,48,384,2.5,AMD EPYC 7571,amd,FALSE,847.5,30000,847.5,30000,10 Gigabit,false,10,10,1,true,900,2,700000,340000,true,true,false,false,TRUE,,hour,us-east-1,3.144,linux,on-demand
r5ad.16xlarge,compute,aws-ec2-r5ad_16xlarge,aws-ec2,aws,0,R5AD 16xlarge,64,512,2.5,AMD EPYC 7571,amd,FALSE,1187.5,40000,1187.5,40000,12 Gigabit,false,12,12,1,true,600,4,933333,466666,true,true,false,false,TRUE,,hour,us-east-1,4.192,linux,on-demand
r5ad.24xlarge,compute,aws-ec2-r5ad_24xlarge,aws-ec2,aws,0,R5AD 24xlarge,96,768,2.5,AMD EPYC 7571,amd,FALSE,1696.25,60000,1696.25,60000,20 Gigabit,false,20,20,1,true,900,4,1400000,680000,true,true,false,false,TRUE,,hour,us-east-1,6.288,linux,on-demand
r5b.large,compute,aws-ec2-r5b_large,aws-ec2,aws,0,R5B Large,2,16,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,156.25,5417,1250,43333,Up to 10 Gigabit,true,0.75,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.149,linux,on-demand
r5b.xlarge,compute,aws-ec2-r5b_xlarge,aws-ec2,aws,0,R5B Extra Large,4,32,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,312.5,10833,1250,43333,Up to 10 Gigabit,true,1.25,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.298,linux,on-demand
r5b.2xlarge,compute,aws-ec2-r5b_2xlarge,aws-ec2,aws,0,R5B Double Extra Large,8,64,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,625,21667,1250,43333,Up to 10 Gigabit,true,2.5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.596,linux,on-demand
r5b.4xlarge,compute,aws-ec2-r5b_4xlarge,aws-ec2,aws,0,R5B Quadruple Extra Large,16,128,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,1250,43333,1250,43333,Up to 10 Gigabit,true,5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,1.192,linux,on-demand
r5b.8xlarge,compute,aws-ec2-r5b_8xlarge,aws-ec2,aws,0,R5B Eight Extra Large,32,256,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,2500,86667,2500,86667,10 Gigabit,false,10,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,2.384,linux,on-demand
r5b.12xlarge,compute,aws-ec2-r5b_12xlarge,aws-ec2,aws,0,R5B 12xlarge,48,384,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,3750,130000,3750,130000,10 Gigabit,false,10,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,3.576,linux,on-demand
r5b.16xlarge,compute,aws-ec2-r5b_16xlarge,aws-ec2,aws,0,R5B 16xlarge,64,512,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,5000,173333,5000,173333,20 Gigabit,false,20,20,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,4.768,linux,on-demand
r5b.24xlarge,compute,aws-ec2-r5b_24xlarge,aws-ec2,aws,0,R5B 24xlarge,96,768,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,7500,260000,7500,260000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,7.152,linux,on-demand
r5b.metal,compute,aws-ec2-r5b_metal,aws-ec2,aws,0,R5B Metal,96,768,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,7500,260000,7500,260000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,7.152,linux,on-demand
r5d.large,compute,aws-ec2-r5d_large,aws-ec2,aws,0,R5D Large,2,16,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,81.25,3600,593.75,18750,Up to 10 Gigabit,true,0.75,10,1,true,75,1,30000,15000,true,true,false,false,TRUE,,hour,us-east-1,0.144,linux,on-demand
r5d.xlarge,compute,aws-ec2-r5d_xlarge,aws-ec2,aws,0,R5D Extra Large,4,32,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,143.75,6000,593.75,18750,Up to 10 Gigabit,true,1.25,10,1,true,150,1,59000,29000,true,true,false,false,TRUE,,hour,us-east-1,0.288,linux,on-demand
r5d.2xlarge,compute,aws-ec2-r5d_2xlarge,aws-ec2,aws,0,R5D Double Extra Large,8,64,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,287.5,12000,593.75,18750,Up to 10 Gigabit,true,2.5,10,1,true,300,1,117000,57000,true,true,false,false,TRUE,,hour,us-east-1,0.576,linux,on-demand
r5d.4xlarge,compute,aws-ec2-r5d_4xlarge,aws-ec2,aws,0,R5D Quadruple Extra Large,16,128,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,593.75,18750,593.75,18750,Up to 10 Gigabit,true,5,10,1,true,300,2,234000,114000,true,true,false,false,TRUE,,hour,us-east-1,1.152,linux,on-demand
r5d.8xlarge,compute,aws-ec2-r5d_8xlarge,aws-ec2,aws,0,R5D Eight Extra Large,32,256,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,850,30000,850,30000,10 Gigabit,false,10,10,1,true,600,2,466666,233333,true,true,false,false,TRUE,,hour,us-east-1,2.304,linux,on-demand
r5d.12xlarge,compute,aws-ec2-r5d_12xlarge,aws-ec2,aws,0,R5D 12xlarge,48,384,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,1187.5,40000,1187.5,40000,10 Gigabit,false,10,10,1,true,900,2,700000,340000,true,true,false,false,TRUE,,hour,us-east-1,3.456,linux,on-demand
r5d.16xlarge,compute,aws-ec2-r5d_16xlarge,aws-ec2,aws,0,R5D 16xlarge,64,512,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,1700,60000,1700,60000,20 Gigabit,false,20,20,1,true,600,4,933333,466666,true,true,false,false,TRUE,,hour,us-east-1,4.608,linux,on-demand
r5d.24xlarge,compute,aws-ec2-r5d_24xlarge,aws-ec2,aws,0,R5D 24xlarge,96,768,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,true,900,4,1400000,680000,true,true,false,false,TRUE,,hour,us-east-1,6.912,linux,on-demand
